"white_id","as_white_games_count","as_white_wins","as_white_loss","as_white_draw","as_white_fav_opening_class","as_white_fav_opening_eco","as_black_games_count","as_black_wins","as_black_loss","as_black_draw","total_games_count","total_wins","total_loss","total_draw","as_white_winrate","as_black_winrate","total_winrate","last_elo","last_elo_band"
"vaimalucox",1,1,0,0,"A","A20",0,0,0,0,1,1,0,0,1,0,1,1364,"bronze"
"finsniper",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1492,"silver"
"anangharisman",1,1,0,0,"A","A41",0,0,0,0,1,1,0,0,1,0,1,1621,"gold"
"danger79",1,1,0,0,"A","A00",0,0,0,0,1,1,0,0,1,0,1,1379,"bronze"
"tomatow",1,1,0,0,"D","D02",0,0,0,0,1,1,0,0,1,0,1,1594,"silver"
"lyca",1,1,0,0,"A","A04",2,2,0,0,3,3,0,0,1,1,1,1523,"silver"
"nimanimanima",11,8,2,1,"C","C20",12,4,8,0,23,12,10,1,0.72727273,0.33333333,0.52173913,1452,"silver"
"shlema",1,1,0,0,"B","B25",0,0,0,0,1,1,0,0,1,0,1,1411,"silver"
"doktorabi",1,0,1,0,"A","A40",0,0,0,0,1,0,1,0,0,0,0,1313,"bronze"
"rodrigo0000",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1330,"bronze"
"adabriwala",1,1,0,0,"A","A00",1,1,0,0,2,2,0,0,1,1,1,1425,"silver"
"massimoff",1,0,1,0,"A","A04",0,0,0,0,1,0,1,0,0,0,0,1407,"silver"
"ptm1985",1,1,0,0,"A","A43",0,0,0,0,1,1,0,0,1,0,1,1461,"silver"
"nishi_nicky",1,1,0,0,"C","C00",0,0,0,0,1,1,0,0,1,0,1,1373,"bronze"
"samerlini",1,0,1,0,"A","A40",0,0,0,0,1,0,1,0,0,0,0,1538,"silver"
"maga8",1,1,0,0,"C","C00",0,0,0,0,1,1,0,0,1,0,1,1423,"silver"
"albi83",1,0,1,0,"B","B40",0,0,0,0,1,0,1,0,0,0,0,1491,"silver"
"flafel26",24,18,5,1,"C","B01",20,10,9,1,44,28,14,2,0.75,0.5,0.63636364,1587,"silver"
"miraclemb",1,1,0,0,"A","A45",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"darayava",1,1,0,0,"E","E77",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"radar_1652",1,1,0,0,"B","B30",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"kobayfare",1,0,1,0,"A","A45",0,0,0,0,1,0,1,0,0,0,0,1500,"silver"
"ower_game06",1,1,0,0,"B","B60",0,0,0,0,1,1,0,0,1,0,1,1780,"gold"
"trog12",1,0,1,0,"C","C50",0,0,0,0,1,0,1,0,0,0,0,1554,"silver"
"lucamiko89",1,1,0,0,"A","A45",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"skki",1,1,0,0,"A","A45",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"popeo",1,0,1,0,"C","C57",0,0,0,0,1,0,1,0,0,0,0,1372,"bronze"
"cmys",1,0,0,1,"E","E60",0,0,0,0,1,0,0,1,0,0,0,1437,"silver"
"rajupsn",1,0,1,0,"C","C20",2,0,2,0,3,0,3,0,0,0,0,1441,"silver"
"loris04",2,0,2,0,"A","A00",2,0,2,0,4,0,4,0,0,0,0,1251,"bronze"
"tillmann",1,1,0,0,"C","C62",1,0,1,0,2,1,1,0,1,0,0.5,1500,"silver"
"lgates07",1,0,1,0,"C","C62",0,0,0,0,1,0,1,0,0,0,0,1399,"bronze"
"mavrikios",1,0,1,0,"C","C57",0,0,0,0,1,0,1,0,0,0,0,1362,"bronze"
"wolf_wick",1,1,0,0,"B","B00",0,0,0,0,1,1,0,0,1,0,1,1145,"wood"
"luigiderose",1,0,1,0,"D","D02",0,0,0,0,1,0,1,0,0,0,0,1364,"bronze"
"andizzz",1,0,1,0,"C","C23",2,0,2,0,3,0,3,0,0,0,0,1632,"gold"
"kaushik0303",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"yellow_dragon",24,14,10,0,"A","A40",23,12,9,2,47,26,19,2,0.58333333,0.52173913,0.55319149,1876,"platinum"
"gazebo",1,0,1,0,"B","B12",0,0,0,0,1,0,1,0,0,0,0,1536,"silver"
"madeinukraine",1,0,1,0,"A","A00",0,0,0,0,1,0,1,0,0,0,0,1732,"gold"
"mezz75",1,0,1,0,"B","B12",0,0,0,0,1,0,1,0,0,0,0,1730,"gold"
"natula",1,0,1,0,"E","E61",0,0,0,0,1,0,1,0,0,0,0,1948,"platinum"
"thom2017",1,1,0,0,"E","E90",0,0,0,0,1,1,0,0,1,0,1,1918,"platinum"
"fapmonkey",1,0,0,1,"B","B13",0,0,0,0,1,0,0,1,0,0,0,1905,"platinum"
"antitheist01",2,2,0,0,"E","E70",0,0,0,0,2,2,0,0,1,0,1,1813,"platinum"
"andrew117",1,1,0,0,"B","B12",0,0,0,0,1,1,0,0,1,0,1,1453,"silver"
"nik_ulaa",1,1,0,0,"B","B13",1,0,1,0,2,1,1,0,1,0,0.5,1816,"platinum"
"atakule",1,0,1,0,"B","B10",0,0,0,0,1,0,1,0,0,0,0,1705,"gold"
"rudra007",1,1,0,0,"B","B10",0,0,0,0,1,1,0,0,1,0,1,1469,"silver"
"myel",1,0,1,0,"B","B08",0,0,0,0,1,0,1,0,0,0,0,1493,"silver"
"gary_blackwood",1,0,1,0,"B","B18",0,0,0,0,1,0,1,0,0,0,0,1998,"platinum"
"johnnymachine88",1,1,0,0,"B","B10",0,0,0,0,1,1,0,0,1,0,1,2003,"titanium"
"secretum",1,0,1,0,"B","B12",0,0,0,0,1,0,1,0,0,0,0,1914,"platinum"
"babadzhanov____94",1,0,1,0,"A","A45",0,0,0,0,1,0,1,0,0,0,0,1691,"gold"
"pepito2206",1,1,0,0,"A","A49",0,0,0,0,1,1,0,0,1,0,1,1953,"platinum"
"aljopeljhan",1,0,1,0,"E","E61",0,0,0,0,1,0,1,0,0,0,0,1820,"platinum"
"m2018",1,1,0,0,"B","B10",0,0,0,0,1,1,0,0,1,0,1,1890,"platinum"
"yudi-aja",1,0,0,1,"B","B10",1,1,0,0,2,1,0,1,0,1,0.5,2074,"titanium"
"shadowdatsas",19,11,8,0,"C","C30",19,6,13,0,38,17,21,0,0.57894737,0.31578947,0.44736842,1502,"silver"
"txemanski",1,1,0,0,"B","B25",1,0,1,0,2,1,1,0,1,0,0.5,1654,"gold"
"bobasper",1,1,0,0,"B","B22",1,1,0,0,2,2,0,0,1,1,1,1583,"silver"
"xkqc7nt7",1,0,1,0,"D","D01",0,0,0,0,1,0,1,0,0,0,0,1536,"silver"
"fchess7",1,1,0,0,"D","D02",0,0,0,0,1,1,0,0,1,0,1,1366,"bronze"
"bawer234",1,1,0,0,"B","B50",1,1,0,0,2,2,0,0,1,1,1,1952,"platinum"
"thales24",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1572,"silver"
"oev",1,0,1,0,"B","B53",0,0,0,0,1,0,1,0,0,0,0,1632,"gold"
"fingersfreddy",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1382,"bronze"
"amitbera",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1453,"silver"
"cevat",1,1,0,0,"B","B50",1,1,0,0,2,2,0,0,1,1,1,1516,"silver"
"skipp",1,1,0,0,"A","A03",0,0,0,0,1,1,0,0,1,0,1,1404,"silver"
"apoline",1,1,0,0,"D","D00",0,0,0,0,1,1,0,0,1,0,1,1795,"gold"
"mabe48b",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1624,"gold"
"alexkel",1,0,1,0,"B","B50",0,0,0,0,1,0,1,0,0,0,0,1557,"silver"
"aljabo",1,1,0,0,"B","B56",0,0,0,0,1,1,0,0,1,0,1,1532,"silver"
"toni915",1,1,0,0,"B","B27",1,1,0,0,2,2,0,0,1,1,1,1586,"silver"
"rainmen",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1701,"gold"
"antonio_89",1,0,1,0,"B","B50",0,0,0,0,1,0,1,0,0,0,0,1506,"silver"
"brunomig",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1653,"gold"
"shadowslord",3,2,1,0,"B","D01",1,1,0,0,4,3,1,0,0.66666667,1,0.75,1315,"bronze"
"cseszo",1,0,1,0,"A","A00",0,0,0,0,1,0,1,0,0,0,0,1227,"bronze"
"hatterix",3,2,1,0,"D","D25",4,1,2,1,7,3,3,1,0.66666667,0.25,0.42857143,1503,"silver"
"thecoolchiller",2,0,1,1,"C","C68",0,0,0,0,2,0,1,1,0,0,0,1149,"wood"
"bembeng87",1,1,0,0,"C","C50",1,0,1,0,2,1,1,0,1,0,0.5,1473,"silver"
"majakasta",1,1,0,0,"C","C44",0,0,0,0,1,1,0,0,1,0,1,1423,"silver"
"rusup",1,0,1,0,"C","C22",1,0,1,0,2,0,2,0,0,0,0,1251,"bronze"
"icewolf4",7,2,5,0,"C","C40",8,5,3,0,15,7,8,0,0.28571429,0.625,0.46666667,1331,"bronze"
"farooqkhezri123",1,1,0,0,"C","C24",0,0,0,0,1,1,0,0,1,0,1,1459,"silver"
"aarush_shukla",1,0,1,0,"C","C48",0,0,0,0,1,0,1,0,0,0,0,1286,"bronze"
"robertla",1,0,1,0,"C","C50",0,0,0,0,1,0,1,0,0,0,0,1284,"bronze"
"jazzphunk",1,1,0,0,"C","C44",0,0,0,0,1,1,0,0,1,0,1,1486,"silver"
"sspreadd",1,0,1,0,"D","D00",0,0,0,0,1,0,1,0,0,0,0,1418,"silver"
"jdunca18",1,1,0,0,"D","D07",0,0,0,0,1,1,0,0,1,0,1,1765,"gold"
"d-daniljev",1,0,1,0,"C","C20",0,0,0,0,1,0,1,0,0,0,0,1271,"bronze"
"gege4076",1,0,1,0,"C","C00",0,0,0,0,1,0,1,0,0,0,0,1063,"wood"
"anz17",1,0,1,0,"A","A00",1,1,0,0,2,1,1,0,0,1,0.5,1186,"wood"
"frynoodles",1,1,0,0,"E","E60",1,0,1,0,2,1,1,0,1,0,0.5,1461,"silver"
"srinikhil963",8,6,2,0,"B","B50",4,3,1,0,12,9,3,0,0.75,0.75,0.75,1762,"gold"
"samad_110",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1916,"platinum"
"wowei",1,1,0,0,"D","D55",0,0,0,0,1,1,0,0,1,0,1,2039,"titanium"
"invinciblegooner",1,0,1,0,"C","C57",0,0,0,0,1,0,1,0,0,0,0,1783,"gold"
"stethoscopes",3,3,0,0,"D","D02",2,2,0,0,5,5,0,0,1,1,1,1682,"gold"
"sv_sova",1,0,1,0,"B","B13",0,0,0,0,1,0,1,0,0,0,0,1389,"bronze"
"admx",1,0,1,0,"A","A46",1,0,1,0,2,0,2,0,0,0,0,1500,"silver"
"smartsky",2,0,2,0,"B","B09",1,0,1,0,3,0,3,0,0,0,0,1930,"platinum"
"slickrick07",1,1,0,0,"B","B94",0,0,0,0,1,1,0,0,1,0,1,2012,"titanium"
"wiktor_dudkiewicz",4,3,0,1,"B","B28",5,2,3,0,9,5,3,1,0.75,0.4,0.55555556,1897,"platinum"
"kodrat0052",1,0,1,0,"B","B22",0,0,0,0,1,0,1,0,0,0,0,1822,"platinum"
"chesskingpawn",1,1,0,0,"B","B56",0,0,0,0,1,1,0,0,1,0,1,1890,"platinum"
"kaloev",1,1,0,0,"B","B33",1,0,0,1,2,1,0,1,1,0,0.5,1873,"platinum"
"leizka",13,10,3,0,"D","D06",15,8,6,1,28,18,9,1,0.76923077,0.53333333,0.64285714,1630,"gold"
"bash0707",1,0,0,1,"B","B00",1,1,0,0,2,1,0,1,0,1,0.5,1588,"silver"
"velomosh",1,0,1,0,"B","B00",1,0,1,0,2,0,2,0,0,0,0,1601,"gold"
"harry06",1,0,1,0,"D","D01",0,0,0,0,1,0,1,0,0,0,0,1550,"silver"
"d3f1n3d",1,0,1,0,"B","B12",0,0,0,0,1,0,1,0,0,0,0,1677,"gold"
"maksat123",1,1,0,0,"B","B12",0,0,0,0,1,1,0,0,1,0,1,1638,"gold"
"sade_ce",1,1,0,0,"B","B10",0,0,0,0,1,1,0,0,1,0,1,1699,"gold"
"erez1236",1,0,1,0,"B","B13",0,0,0,0,1,0,1,0,0,0,0,1532,"silver"
"pasavand",1,0,1,0,"B","B13",0,0,0,0,1,0,1,0,0,0,0,1616,"gold"
"freddyman",1,1,0,0,"C","C01",0,0,0,0,1,1,0,0,1,0,1,1533,"silver"
"simplej",2,2,0,0,"B","B10",0,0,0,0,2,2,0,0,1,0,1,1851,"platinum"
"ajkhsh78",1,1,0,0,"B","B10",0,0,0,0,1,1,0,0,1,0,1,1814,"platinum"
"saj10",1,1,0,0,"B","B12",1,0,1,0,2,1,1,0,1,0,0.5,1604,"gold"
"nicolasabdala",1,0,1,0,"B","B12",1,0,0,1,2,0,1,1,0,0,0,1360,"bronze"
"alavizenna",1,0,1,0,"B","B12",0,0,0,0,1,0,1,0,0,0,0,1562,"silver"
"dazkins",11,2,8,1,"C","C00",9,3,6,0,20,5,14,1,0.18181818,0.33333333,0.25,1483,"silver"
"wombelspeck",1,1,0,0,"D","D00",0,0,0,0,1,1,0,0,1,0,1,1880,"platinum"
"chessplay77",1,1,0,0,"C","C50",0,0,0,0,1,1,0,0,1,0,1,1898,"platinum"
"jeanb",1,0,1,0,"D","D00",1,0,1,0,2,0,2,0,0,0,0,1579,"silver"
"mano99",1,1,0,0,"C","C66",0,0,0,0,1,1,0,0,1,0,1,1786,"gold"
"ahmed112200",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1826,"platinum"
"alik2003alik",1,0,1,0,"A","A20",0,0,0,0,1,0,1,0,0,0,0,1566,"silver"
"mustafa1999",1,0,1,0,"B","B07",0,0,0,0,1,0,1,0,0,0,0,1500,"silver"
"nickbellamossa",1,1,0,0,"B","B30",0,0,0,0,1,1,0,0,1,0,1,1720,"gold"
"arunchess",1,1,0,0,"B","B21",0,0,0,0,1,1,0,0,1,0,1,1855,"platinum"
"die_uhr",24,12,10,2,"D","D06",18,7,9,2,42,19,19,4,0.5,0.38888889,0.45238095,1783,"gold"
"trois0",1,0,1,0,"C","C62",2,1,1,0,3,1,2,0,0,0.5,0.33333333,1696,"gold"
"king_sepehr",1,0,1,0,"D","D00",0,0,0,0,1,0,1,0,0,0,0,1562,"silver"
"majid-a",1,1,0,0,"A","A00",0,0,0,0,1,1,0,0,1,0,1,1851,"platinum"
"sallysalter",1,0,1,0,"B","B33",0,0,0,0,1,0,1,0,0,0,0,1749,"gold"
"neon12321",1,1,0,0,"B","B30",0,0,0,0,1,1,0,0,1,0,1,1340,"bronze"
"olegsevmor",1,0,1,0,"B","B34",1,0,1,0,2,0,2,0,0,0,0,1729,"gold"
"amateur07",1,1,0,0,"E","E12",1,1,0,0,2,2,0,0,1,1,1,1500,"silver"
"sh4rkillz",1,1,0,0,"E","E24",0,0,0,0,1,1,0,0,1,0,1,1755,"gold"
"nalimfaaz33",1,1,0,0,"B","B21",0,0,0,0,1,1,0,0,1,0,1,1716,"gold"
"arkan1212",1,0,1,0,"B","B30",1,1,0,0,2,1,1,0,0,1,0.5,1770,"gold"
"imadogarfarf",1,1,0,0,"B","B32",0,0,0,0,1,1,0,0,1,0,1,1850,"platinum"
"argas19",1,1,0,0,"B","B50",1,1,0,0,2,2,0,0,1,1,1,1808,"platinum"
"regragui",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1643,"gold"
"tacticalwizard1",2,1,0,1,"E","E70",3,2,1,0,5,3,1,1,0.5,0.66666667,0.6,1890,"platinum"
"ultimatedespair",1,0,1,0,"B","B57",0,0,0,0,1,0,1,0,0,0,0,1886,"platinum"
"ryukan",2,0,2,0,"B","B80",5,3,2,0,7,3,4,0,0,0.6,0.42857143,1828,"platinum"
"nimac60",1,1,0,0,"A","A45",0,0,0,0,1,1,0,0,1,0,1,2008,"titanium"
"calmageddon",1,0,1,0,"B","B30",0,0,0,0,1,0,1,0,0,0,0,1856,"platinum"
"crazymove",1,0,1,0,"A","A52",1,1,0,0,2,1,1,0,0,1,0.5,1814,"platinum"
"steriousslmae",1,1,0,0,"C","C55",0,0,0,0,1,1,0,0,1,0,1,1865,"platinum"
"grannika",1,0,1,0,"B","B57",0,0,0,0,1,0,1,0,0,0,0,1594,"silver"
"caos1968",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1428,"silver"
"peterqiu",18,7,11,0,"C","C50",19,8,11,0,37,15,22,0,0.38888889,0.42105263,0.40540541,1675,"gold"
"omer_abdeen",1,0,1,0,"A","A21",1,0,1,0,2,0,2,0,0,0,0,1444,"silver"
"bekita",1,0,1,0,"C","C55",0,0,0,0,1,0,1,0,0,0,0,1246,"bronze"
"arda0000000",2,1,1,0,"B","B20",1,1,0,0,3,2,1,0,0.5,1,0.66666667,1695,"gold"
"alexcicocico",1,0,1,0,"A","A01",0,0,0,0,1,0,1,0,0,0,0,1702,"gold"
"sharkstorm1010",1,1,0,0,"B","B72",0,0,0,0,1,1,0,0,1,0,1,1683,"gold"
"zinedine100",1,1,0,0,"A","A00",1,1,0,0,2,2,0,0,1,1,1,1798,"gold"
"ifekali",2,1,1,0,"C","C21",0,0,0,0,2,1,1,0,0.5,0,0.5,1648,"gold"
"voin55115",1,1,0,0,"D","D00",0,0,0,0,1,1,0,0,1,0,1,2040,"titanium"
"lsmkenpo",1,1,0,0,"D","D03",0,0,0,0,1,1,0,0,1,0,1,1697,"gold"
"mizuna",1,0,1,0,"B","B57",1,0,0,1,2,0,1,1,0,0,0,1777,"gold"
"elprofe",1,1,0,0,"C","C44",1,1,0,0,2,2,0,0,1,1,1,1759,"gold"
"hp1234",1,1,0,0,"C","C53",1,1,0,0,2,2,0,0,1,1,1,1640,"gold"
"reocl",1,0,1,0,"A","A20",1,0,1,0,2,0,2,0,0,0,0,1385,"bronze"
"alxr",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1308,"bronze"
"mordon",3,2,1,0,"C","C01",3,0,2,1,6,2,3,1,0.66666667,0,0.33333333,1788,"gold"
"jm223",1,1,0,0,"B","B12",0,0,0,0,1,1,0,0,1,0,1,1878,"platinum"
"hugolin",2,1,0,1,"C","C41",0,0,0,0,2,1,0,1,0.5,0,0.5,1352,"bronze"
"roberto-8888",1,1,0,0,"B","B01",0,0,0,0,1,1,0,0,1,0,1,1558,"silver"
"yogogmxde",1,1,0,0,"C","C24",0,0,0,0,1,1,0,0,1,0,1,1443,"silver"
"philipp_0x",5,3,2,0,"A","C44",10,2,7,1,15,5,9,1,0.6,0.2,0.33333333,1289,"bronze"
"bono62",1,1,0,0,"B","B01",0,0,0,0,1,1,0,0,1,0,1,1268,"bronze"
"soy_penca",1,1,0,0,"C","C60",0,0,0,0,1,1,0,0,1,0,1,1698,"gold"
"jitenji",1,1,0,0,"A","A00",0,0,0,0,1,1,0,0,1,0,1,1348,"bronze"
"pavelhartzea",1,1,0,0,"C","C21",1,1,0,0,2,2,0,0,1,1,1,1562,"silver"
"jagole",1,1,0,0,"C","C46",0,0,0,0,1,1,0,0,1,0,1,1286,"bronze"
"element04519",4,2,2,0,"A","A85",2,2,0,0,6,4,2,0,0.5,1,0.66666667,1564,"silver"
"h_kand",2,0,2,0,"B","B20",2,0,2,0,4,0,4,0,0,0,0,1610,"gold"
"chesster36",1,0,1,0,"B","B25",0,0,0,0,1,0,1,0,0,0,0,1500,"silver"
"ternopil",1,1,0,0,"B","B57",1,0,1,0,2,1,1,0,1,0,0.5,2029,"titanium"
"amorena",1,1,0,0,"D","D06",1,0,1,0,2,1,1,0,1,0,0.5,2103,"titanium"
"lemarktwainkie",4,2,2,0,"B","B57",4,2,2,0,8,4,4,0,0.5,0.5,0.5,1462,"silver"
"dana1971",1,0,1,0,"D","D20",1,0,0,1,2,0,1,1,0,0,0,1517,"silver"
"sergioduque",1,1,0,0,"C","C40",0,0,0,0,1,1,0,0,1,0,1,1364,"bronze"
"barrigaverde",1,1,0,0,"C","C22",0,0,0,0,1,1,0,0,1,0,1,1648,"gold"
"penelopa000",1,0,1,0,"C","C70",1,0,1,0,2,0,2,0,0,0,0,1291,"bronze"
"saim",16,9,7,0,"D","D32",14,4,10,0,30,13,17,0,0.5625,0.28571429,0.43333333,1674,"gold"
"rumenangelov",1,1,0,0,"B","B30",0,0,0,0,1,1,0,0,1,0,1,1774,"gold"
"emge",1,1,0,0,"D","D00",0,0,0,0,1,1,0,0,1,0,1,1591,"silver"
"danielec11",1,1,0,0,"B","B30",0,0,0,0,1,1,0,0,1,0,1,1595,"silver"
"tfwpawn",2,1,1,0,"B","B50",0,0,0,0,2,1,1,0,0.5,0,0.5,1632,"gold"
"vatansever95",1,1,0,0,"B","B72",0,0,0,0,1,1,0,0,1,0,1,1613,"gold"
"makar1999",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1535,"silver"
"hasan35",1,1,0,0,"B","B21",0,0,0,0,1,1,0,0,1,0,1,1620,"gold"
"marceloberna",1,0,1,0,"B","B72",0,0,0,0,1,0,1,0,0,0,0,1731,"gold"
"tsiri86",1,1,0,0,"B","B20",1,0,1,0,2,1,1,0,1,0,0.5,1648,"gold"
"parve",1,1,0,0,"B","B53",0,0,0,0,1,1,0,0,1,0,1,1447,"silver"
"ayxan_aze",1,0,1,0,"B","B50",0,0,0,0,1,0,1,0,0,0,0,1763,"gold"
"xjunior",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1598,"silver"
"pykudo",1,0,1,0,"B","B01",0,0,0,0,1,0,1,0,0,0,0,1669,"gold"
"viniciuscaetano",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1681,"gold"
"zatrikion",1,1,0,0,"D","D02",0,0,0,0,1,1,0,0,1,0,1,1743,"gold"
"raptor06",1,1,0,0,"D","D07",0,0,0,0,1,1,0,0,1,0,1,1652,"gold"
"leo_1959",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1681,"gold"
"oyvind1405",1,1,0,0,"A","A20",0,0,0,0,1,1,0,0,1,0,1,1626,"gold"
"joze12",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1558,"silver"
"konschess",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1833,"platinum"
"yahya_alsharafi",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1859,"platinum"
"clemenceau",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1680,"gold"
"baaarca",1,1,0,0,"C","C41",1,0,0,1,2,1,0,1,1,0,0.5,1756,"gold"
"mohamad_mohseniiii",1,1,0,0,"D","D00",1,0,1,0,2,1,1,0,1,0,0.5,1680,"gold"
"travislothbrok111",2,2,0,0,"C","C41",0,0,0,0,2,2,0,0,1,0,1,1623,"gold"
"kocinus",1,1,0,0,"D","D02",0,0,0,0,1,1,0,0,1,0,1,1657,"gold"
"stazam",1,1,0,0,"D","D30",0,0,0,0,1,1,0,0,1,0,1,1934,"platinum"
"coccia1",1,1,0,0,"D","D02",0,0,0,0,1,1,0,0,1,0,1,1668,"gold"
"custommods",3,1,2,0,"C","C41",1,1,0,0,4,2,2,0,0.33333333,1,0.5,1623,"gold"
"kasimka",1,1,0,0,"D","D02",1,0,1,0,2,1,1,0,1,0,0.5,2189,"titanium"
"danolteanu2015",1,1,0,0,"C","C27",0,0,0,0,1,1,0,0,1,0,1,1710,"gold"
"moonlightsignpost",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1853,"platinum"
"andrian",1,1,0,0,"D","D30",1,1,0,0,2,2,0,0,1,1,1,1809,"platinum"
"redboa",1,1,0,0,"D","D37",0,0,0,0,1,1,0,0,1,0,1,1832,"platinum"
"protey110779",1,1,0,0,"C","C23",0,0,0,0,1,1,0,0,1,0,1,1737,"gold"
"gtay98",1,1,0,0,"C","C00",0,0,0,0,1,1,0,0,1,0,1,1712,"gold"
"derspiegel",23,7,14,2,"C","C41",26,6,20,0,49,13,34,2,0.30434783,0.23076923,0.26530612,1724,"gold"
"chess-player001",3,2,0,1,"E","E20",0,0,0,0,3,2,0,1,0.66666667,0,0.66666667,1791,"gold"
"viktor65",1,1,0,0,"B","B21",1,1,0,0,2,2,0,0,1,1,1,1880,"platinum"
"youberion",1,0,1,0,"B","B90",0,0,0,0,1,0,1,0,0,0,0,1842,"platinum"
"rilikva",1,1,0,0,"B","B23",0,0,0,0,1,1,0,0,1,0,1,1847,"platinum"
"zvonkonikolic",1,1,0,0,"C","C00",0,0,0,0,1,1,0,0,1,0,1,1867,"platinum"
"sterzoservo",2,0,2,0,"B","B20",0,0,0,0,2,0,2,0,0,0,0,1809,"platinum"
"budun67867",1,0,1,0,"E","E00",1,1,0,0,2,1,1,0,0,1,0.5,1811,"platinum"
"yo10",1,1,0,0,"D","D00",0,0,0,0,1,1,0,0,1,0,1,1826,"platinum"
"elpopichon",1,0,1,0,"A","A04",0,0,0,0,1,0,1,0,0,0,0,1884,"platinum"
"krakken57",1,0,1,0,"B","B92",1,0,0,1,2,0,1,1,0,0,0,1797,"gold"
"rodsha",1,1,0,0,"A","A30",0,0,0,0,1,1,0,0,1,0,1,1804,"platinum"
"pulson2011",1,1,0,0,"E","E00",0,0,0,0,1,1,0,0,1,0,1,1805,"platinum"
"rohjinwook",1,0,1,0,"B","B95",0,0,0,0,1,0,1,0,0,0,0,1890,"platinum"
"supermik",1,1,0,0,"B","B80",2,1,1,0,3,2,1,0,1,0.5,0.66666667,1830,"platinum"
"amira12",2,2,0,0,"B","B07",1,1,0,0,3,3,0,0,1,1,1,1908,"platinum"
"blumfilter",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1880,"platinum"
"ofirshukrun74",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1888,"platinum"
"transit",1,1,0,0,"E","E20",0,0,0,0,1,1,0,0,1,0,1,1850,"platinum"
"xxvn",1,1,0,0,"A","A40",2,1,1,0,3,2,1,0,1,0.5,0.66666667,1816,"platinum"
"amboy24",1,1,0,0,"B","B52",0,0,0,0,1,1,0,0,1,0,1,1877,"platinum"
"andro296",1,1,0,0,"B","B54",1,1,0,0,2,2,0,0,1,1,1,1902,"platinum"
"sqweez",1,1,0,0,"E","E12",0,0,0,0,1,1,0,0,1,0,1,1739,"gold"
"jabsona",1,1,0,0,"B","B21",2,1,1,0,3,2,1,0,1,0.5,0.66666667,1872,"platinum"
"hhammoud01",1,0,1,0,"C","C55",0,0,0,0,1,0,1,0,0,0,0,1352,"bronze"
"klexus",2,2,0,0,"D","D00",3,2,1,0,5,4,1,0,1,0.66666667,0.8,1610,"gold"
"simon44",1,0,1,0,"C","C20",0,0,0,0,1,0,1,0,0,0,0,1066,"wood"
"alda5",1,1,0,0,"B","B20",1,0,1,0,2,1,1,0,1,0,0.5,1477,"silver"
"howdoichess96",16,8,8,0,"D","D02",15,7,6,2,31,15,14,2,0.5,0.46666667,0.48387097,1708,"gold"
"cadaca1",1,1,0,0,"B","B23",3,3,0,0,4,4,0,0,1,1,1,2024,"titanium"
"masterf00",1,0,0,1,"D","D04",0,0,0,0,1,0,0,1,0,0,0,1458,"silver"
"scorpiopawn",1,0,1,0,"A","A45",0,0,0,0,1,0,1,0,0,0,0,1708,"gold"
"alsabr",1,0,1,0,"B","B86",1,0,1,0,2,0,2,0,0,0,0,1500,"silver"
"valyrican",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1478,"silver"
"burningpast",1,0,1,0,"A","A15",0,0,0,0,1,0,1,0,0,0,0,1701,"gold"
